,FIPS Code,State,Area name,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2013-17"
475,13141,GA,Hancock County,357.0,646.0,584.0
476,13143,GA,Haralson County,1038.0,1518.0,2748.0
477,13145,GA,Harris County,1602.0,3432.0,6310.0
478,13147,GA,Hart County,1183.0,2146.0,2486.0
479,13149,GA,Heard County,304.0,513.0,851.0
480,13151,GA,Henry County,3958.0,14760.0,38821.0
481,13153,GA,Houston County,8845.0,13637.0,24759.0
482,13155,GA,Irwin County,443.0,611.0,834.0
483,13157,GA,Jackson County,1710.0,3153.0,8462.0
484,13159,GA,Jasper County,576.0,869.0,989.0
485,13161,GA,Jeff Davis County,604.0,753.0,1001.0
486,13163,GA,Jefferson County,643.0,985.0,1136.0
487,13165,GA,Jenkins County,394.0,577.0,482.0
488,13167,GA,Johnson County,254.0,404.0,668.0
489,13169,GA,Jones County,1560.0,2310.0,4038.0
490,13171,GA,Lamar County,819.0,1151.0,2147.0
491,13173,GA,Lanier County,179.0,394.0,1076.0
492,13175,GA,Laurens County,2993.0,4172.0,4885.0
493,13177,GA,Lee County,1299.0,2550.0,4908.0
494,13179,GA,Liberty County,3303.0,4469.0,6901.0
495,13181,GA,Lincoln County,388.0,574.0,687.0
496,13183,GA,Long County,176.0,323.0,1691.0
497,13185,GA,Lowndes County,7116.0,10665.0,16780.0
498,13187,GA,Lumpkin County,961.0,2234.0,5274.0
499,13189,GA,McDuffie County,1279.0,1570.0,2156.0
500,13191,GA,McIntosh County,471.0,778.0,1474.0
501,13193,GA,Macon County,781.0,884.0,830.0
502,13195,GA,Madison County,1298.0,1839.0,3283.0
503,13197,GA,Marion County,159.0,396.0,761.0
504,13199,GA,Meriwether County,909.0,1559.0,1570.0
505,13201,GA,Miller County,329.0,482.0,466.0
506,13205,GA,Mitchell County,929.0,1365.0,1881.0
507,13207,GA,Monroe County,1396.0,2428.0,4294.0
508,13209,GA,Montgomery County,433.0,688.0,924.0
509,13211,GA,Morgan County,899.0,1890.0,2733.0
510,13213,GA,Murray County,866.0,1640.0,2498.0
511,13215,GA,Muscogee County,18094.0,23180.0,33207.0
512,13217,GA,Newton County,2397.0,5692.0,13303.0
513,13219,GA,Oconee County,3122.0,6553.0,11325.0
514,13221,GA,Oglethorpe County,802.0,1318.0,1626.0
515,13223,GA,Paulding County,1900.0,7668.0,23711.0
516,13225,GA,Peach County,1855.0,2356.0,3493.0
517,13227,GA,Pickens County,839.0,2479.0,5492.0
518,13229,GA,Pierce County,521.0,1020.0,1643.0
519,13231,GA,Pike County,601.0,1237.0,2001.0
520,13233,GA,Polk County,1448.0,1976.0,3458.0
521,13235,GA,Pulaski County,555.0,831.0,1065.0
522,13237,GA,Putnam County,1071.0,1862.0,3358.0
523,13239,GA,Quitman County,104.0,109.0,138.0
524,13241,GA,Rabun County,940.0,1882.0,3113.0
525,13243,GA,Randolph County,287.0,453.0,602.0
526,13245,GA,Richmond County,19789.0,22909.0,27471.0
527,13247,GA,Rockdale County,6070.0,10461.0,14860.0
528,13249,GA,Schley County,173.0,325.0,458.0
529,13251,GA,Screven County,736.0,989.0,1424.0
530,13253,GA,Seminole County,441.0,525.0,895.0
531,13255,GA,Spalding County,3733.0,4628.0,6998.0
532,13257,GA,Stephens County,1973.0,2362.0,3374.0
533,13259,GA,Stewart County,285.0,325.0,535.0
534,13261,GA,Sumter County,2820.0,3869.0,3227.0
535,13263,GA,Talbot County,294.0,347.0,596.0
536,13265,GA,Taliaferro County,69.0,120.0,93.0
537,13267,GA,Tattnall County,755.0,1159.0,2184.0
538,13269,GA,Taylor County,332.0,476.0,652.0
539,13271,GA,Telfair County,606.0,659.0,998.0
540,13273,GA,Terrell County,602.0,720.0,655.0
541,13275,GA,Thomas County,3239.0,4648.0,6757.0
542,13277,GA,Tift County,2915.0,3663.0,4320.0
543,13279,GA,Toombs County,1673.0,2055.0,2772.0
544,13281,GA,Towns County,550.0,1210.0,2082.0
545,13283,GA,Treutlen County,233.0,363.0,739.0
546,13285,GA,Troup County,4679.0,6614.0,8318.0
547,13287,GA,Turner County,370.0,598.0,750.0
548,13289,GA,Twiggs County,279.0,364.0,555.0
549,13291,GA,Union County,836.0,1597.0,3824.0
550,13293,GA,Upson County,1551.0,2099.0,2328.0
551,13295,GA,Walker County,3181.0,4152.0,7438.0
552,13297,GA,Walton County,2227.0,5024.0,11074.0
553,13299,GA,Ware County,2346.0,2659.0,3259.0
554,13301,GA,Warren County,159.0,323.0,544.0
555,13303,GA,Washington County,1152.0,1434.0,1840.0
556,13305,GA,Wayne County,1330.0,2031.0,2562.0
557,13307,GA,Webster County,78.0,144.0,203.0
558,13309,GA,Wheeler County,261.0,296.0,438.0
559,13311,GA,White County,1177.0,2081.0,4059.0
560,13313,GA,Whitfield County,5454.0,6748.0,9646.0
561,13315,GA,Wilcox County,333.0,401.0,672.0
562,13317,GA,Wilkes County,717.0,871.0,999.0
563,13319,GA,Wilkinson County,541.0,623.0,561.0
564,13321,GA,Worth County,746.0,1200.0,1559.0
565,15000,HI,Hawaii,162424.0,210041.0,315350.0
566,15001,HI,Hawaii County,14247.0,21595.0,39504.0
567,15003,HI,Honolulu County,131169.0,161646.0,231170.0
568,15005,HI,Kalawao County,6.0,15.0,18.0
569,15007,HI,Kauai County,5370.0,7551.0,14199.0
570,15009,HI,Maui County,11632.0,19234.0,30459.0
571,16000,ID,Idaho,106135.0,170615.0,285141.0
572,16001,ID,Ada County,31780.0,58820.0,108903.0
573,16003,ID,Adams County,231.0,367.0,616.0
574,16005,ID,Bannock County,7419.0,10799.0,14756.0
575,16007,ID,Bear Lake County,395.0,449.0,792.0
576,16009,ID,Benewah County,438.0,692.0,903.0
577,16011,ID,Bingham County,2661.0,3329.0,5232.0
578,16013,ID,Blaine County,2953.0,5614.0,6120.0
579,16015,ID,Boise County,331.0,906.0,1560.0
580,16017,ID,Bonner County,2682.0,4227.0,6920.0
581,16019,ID,Bonneville County,9390.0,12674.0,19473.0
582,16021,ID,Boundary County,662.0,929.0,1432.0
583,16023,ID,Butte County,237.0,243.0,294.0
584,16025,ID,Camas County,71.0,150.0,126.0
585,16027,ID,Canyon County,6383.0,11415.0,22744.0
586,16029,ID,Caribou County,462.0,700.0,886.0
587,16031,ID,Cassia County,1503.0,1696.0,2491.0
588,16033,ID,Clark County,67.0,73.0,100.0
589,16035,ID,Clearwater County,669.0,848.0,1158.0
590,16037,ID,Custer County,415.0,524.0,731.0
591,16039,ID,Elmore County,1894.0,2953.0,2823.0
592,16041,ID,Franklin County,698.0,823.0,1538.0
593,16043,ID,Fremont County,654.0,814.0,1733.0
594,16045,ID,Gem County,665.0,1099.0,1971.0
595,16047,ID,Gooding County,979.0,1053.0,1417.0
596,16049,ID,Idaho County,1157.0,1536.0,2282.0
597,16051,ID,Jefferson County,1007.0,1575.0,3332.0
598,16053,ID,Jerome County,1015.0,1535.0,1805.0
599,16055,ID,Kootenai County,7203.0,13331.0,25216.0
600,16057,ID,Latah County,5946.0,7986.0,9968.0
601,16059,ID,Lemhi County,544.0,960.0,1327.0
602,16061,ID,Lewis County,306.0,385.0,440.0
603,16063,ID,Lincoln County,242.0,320.0,294.0
604,16065,ID,Madison County,1525.0,2277.0,6057.0
605,16067,ID,Minidoka County,999.0,1201.0,1802.0
606,16069,ID,Nez Perce County,3475.0,4681.0,6286.0
607,16071,ID,Oneida County,260.0,374.0,400.0
608,16073,ID,Owyhee County,423.0,652.0,710.0
609,16075,ID,Payette County,1001.0,1354.0,2110.0
610,16077,ID,Power County,446.0,623.0,737.0
611,16079,ID,Shoshone County,835.0,991.0,1129.0
612,16081,ID,Teton County,345.0,1015.0,3000.0
613,16083,ID,Twin Falls County,4398.0,6337.0,9982.0
614,16085,ID,Valley County,797.0,1455.0,2384.0
615,16087,ID,Washington County,572.0,830.0,1161.0
616,17000,IL,Illinois,1534996.0,2078049.0,2898584.0
617,17001,IL,Adams County,5920.0,7948.0,10783.0
618,17003,IL,Alexander County,527.0,439.0,497.0
619,17005,IL,Bond County,1229.0,1754.0,2296.0
620,17007,IL,Boone County,2319.0,3771.0,7561.0
621,17009,IL,Brown County,389.0,447.0,664.0
622,17011,IL,Bureau County,2919.0,3772.0,4455.0
623,17013,IL,Calhoun County,250.0,332.0,484.0
624,17015,IL,Carroll County,1196.0,1514.0,1869.0
625,17017,IL,Cass County,935.0,1145.0,1173.0
626,17019,IL,Champaign County,32690.0,38202.0,52702.0
627,17021,IL,Christian County,2145.0,2553.0,3919.0
628,17023,IL,Clark County,988.0,1575.0,1894.0
629,17025,IL,Clay County,737.0,958.0,1408.0
630,17027,IL,Clinton County,1982.0,3046.0,5885.0
631,17029,IL,Coles County,5452.0,6305.0,8569.0
632,17031,IL,Cook County,750038.0,968642.0,1330956.0
633,17033,IL,Crawford County,1268.0,1438.0,2351.0
634,17035,IL,Cumberland County,549.0,741.0,1148.0
635,17037,IL,DeKalb County,10911.0,13102.0,18750.0
636,17039,IL,De Witt County,1290.0,1527.0,2326.0
637,17041,IL,Douglas County,1434.0,1786.0,2494.0
638,17043,IL,DuPage County,180848.0,245452.0,303907.0
639,17045,IL,Edgar County,1442.0,1779.0,2229.0
640,17047,IL,Edwards County,420.0,472.0,571.0
641,17049,IL,Effingham County,2534.0,3276.0,5218.0
642,17051,IL,Fayette County,1186.0,1321.0,1843.0
643,17053,IL,Ford County,1160.0,1328.0,1799.0
644,17055,IL,Franklin County,2233.0,3058.0,4200.0
645,17057,IL,Fulton County,2421.0,3025.0,4549.0
646,17059,IL,Gallatin County,344.0,345.0,481.0
647,17061,IL,Greene County,906.0,979.0,1125.0
648,17063,IL,Grundy County,2575.0,3699.0,7503.0
649,17065,IL,Hamilton County,444.0,618.0,983.0
650,17067,IL,Hancock County,2069.0,2145.0,2593.0
651,17069,IL,Hardin County,244.0,331.0,347.0
652,17071,IL,Henderson County,518.0,569.0,726.0
653,17073,IL,Henry County,3931.0,5358.0,7640.0
654,17075,IL,Iroquois County,2071.0,2499.0,2868.0
655,17077,IL,Jackson County,9496.0,10447.0,12779.0
656,17079,IL,Jasper County,554.0,739.0,1165.0
657,17081,IL,Jefferson County,2718.0,3668.0,4318.0
658,17083,IL,Jersey County,1190.0,1759.0,3012.0
659,17085,IL,Jo Daviess County,1737.0,2378.0,3833.0
660,17087,IL,Johnson County,724.0,1060.0,1522.0
661,17089,IL,Kane County,41027.0,68050.0,110187.0
662,17091,IL,Kankakee County,7148.0,9850.0,14453.0
663,17093,IL,Kendall County,4310.0,8678.0,26817.0
664,17095,IL,Knox County,4796.0,5545.0,6397.0
665,17097,IL,Lake County,101885.0,153726.0,201653.0
666,17099,IL,La Salle County,7393.0,9889.0,13796.0
667,17101,IL,Lawrence County,691.0,1043.0,1374.0
668,17103,IL,Lee County,2665.0,3229.0,4455.0
669,17105,IL,Livingston County,2441.0,3350.0,3869.0
670,17107,IL,Logan County,2535.0,2942.0,4117.0
671,17109,IL,McDonough County,4361.0,4820.0,5993.0
672,17111,IL,McHenry County,24059.0,45436.0,68372.0
673,17113,IL,McLean County,21143.0,31546.0,46690.0
674,17115,IL,Macon County,11284.0,12722.0,16755.0
675,17117,IL,Macoupin County,2868.0,3894.0,6011.0
676,17119,IL,Madison County,23271.0,32759.0,48339.0
677,17121,IL,Marion County,2602.0,3358.0,4039.0
678,17123,IL,Marshall County,890.0,1325.0,1495.0
679,17125,IL,Mason County,944.0,1221.0,1543.0
680,17127,IL,Massac County,808.0,1117.0,1256.0
681,17129,IL,Menard County,1022.0,1699.0,2150.0
682,17131,IL,Mercer County,1279.0,1456.0,2105.0
683,17133,IL,Monroe County,2008.0,3721.0,7225.0
684,17135,IL,Montgomery County,1645.0,2336.0,3021.0
685,17137,IL,Morgan County,3784.0,4840.0,5060.0
686,17139,IL,Moultrie County,884.0,1402.0,1800.0
687,17141,IL,Ogle County,3586.0,5660.0,7023.0
688,17143,IL,Peoria County,22560.0,27661.0,37542.0
689,17145,IL,Perry County,1021.0,1585.0,1913.0
690,17147,IL,Piatt County,1659.0,2340.0,3287.0
691,17149,IL,Pike County,953.0,1177.0,1790.0
692,17151,IL,Pope County,177.0,314.0,446.0
693,17153,IL,Pulaski County,294.0,335.0,455.0
694,17155,IL,Putnam County,372.0,499.0,631.0
695,17157,IL,Randolph County,1903.0,1998.0,3139.0
696,17159,IL,Richland County,1304.0,1648.0,2394.0
697,17161,IL,Rock Island County,14519.0,16889.0,22798.0
698,17163,IL,St. Clair County,23854.0,31362.0,47277.0
699,17165,IL,Saline County,1687.0,2190.0,2817.0
700,17167,IL,Sangamon County,26313.0,36152.0,46599.0
701,17169,IL,Schuyler County,547.0,587.0,967.0
702,17171,IL,Scott County,342.0,449.0,502.0
703,17173,IL,Shelby County,1442.0,1770.0,2487.0
704,17175,IL,Stark County,474.0,576.0,736.0
705,17177,IL,Stephenson County,4293.0,5134.0,6032.0
706,17179,IL,Tazewell County,10890.0,15722.0,24368.0
707,17181,IL,Union County,1315.0,2001.0,2752.0
708,17183,IL,Vermilion County,6443.0,6945.0,7871.0
709,17185,IL,Wabash County,1077.0,1078.0,1507.0
710,17187,IL,Warren County,1775.0,1920.0,2775.0
711,17189,IL,Washington County,858.0,1358.0,2053.0
712,17191,IL,Wayne County,1009.0,1174.0,1531.0
713,17193,IL,White County,1088.0,1134.0,1572.0
714,17195,IL,Whiteside County,3844.0,4598.0,7172.0
715,17197,IL,Will County,38918.0,79270.0,149333.0
716,17199,IL,Williamson County,5501.0,7199.0,10689.0
717,17201,IL,Winnebago County,27155.0,35226.0,43697.0
718,17203,IL,Woodford County,3147.0,4842.0,8062.0
719,18000,IN,Indiana,542941.0,755613.0,1106308.0
720,18001,IN,Adams County,1936.0,2150.0,3129.0
721,18003,IN,Allen County,35670.0,47392.0,65203.0
722,18005,IN,Bartholomew County,6959.0,10379.0,17141.0
723,18007,IN,Benton County,554.0,801.0,980.0
724,18009,IN,Blackford County,828.0,980.0,960.0
725,18011,IN,Boone County,5533.0,8306.0,19562.0
726,18013,IN,Brown County,1447.0,1943.0,2865.0
727,18015,IN,Carroll County,1224.0,1721.0,2258.0
728,18017,IN,Cass County,2256.0,3213.0,3465.0
729,18019,IN,Clark County,6381.0,9239.0,15786.0
730,18021,IN,Clay County,1594.0,2209.0,3029.0
731,18023,IN,Clinton County,2192.0,2205.0,3337.0
732,18025,IN,Crawford County,359.0,596.0,779.0
733,18027,IN,Daviess County,1318.0,1807.0,2866.0
734,18029,IN,Dearborn County,2615.0,4582.0,7379.0
735,18031,IN,Decatur County,1415.0,1829.0,3501.0
736,18033,IN,DeKalb County,2153.0,3162.0,5067.0
737,18035,IN,Delaware County,11632.0,14763.0,17048.0
738,18037,IN,Dubois County,2497.0,3728.0,6091.0
739,18039,IN,Elkhart County,13646.0,17509.0,23973.0
740,18041,IN,Fayette County,1354.0,1343.0,1812.0
741,18043,IN,Floyd County,6283.0,9498.0,14760.0
742,18045,IN,Fountain County,884.0,1198.0,1657.0
743,18047,IN,Franklin County,990.0,1782.0,3052.0
744,18049,IN,Fulton County,1165.0,1401.0,1797.0
745,18051,IN,Gibson County,1914.0,2695.0,3829.0
746,18053,IN,Grant County,5315.0,6671.0,7615.0
747,18055,IN,Greene County,1983.0,2343.0,3294.0
748,18057,IN,Hamilton County,25009.0,56909.0,114874.0
749,18059,IN,Hancock County,4328.0,8225.0,14908.0
750,18061,IN,Harrison County,1577.0,2936.0,4582.0
751,18063,IN,Hendricks County,8726.0,15644.0,36833.0
752,18065,IN,Henry County,2930.0,3879.0,5694.0
753,18067,IN,Howard County,7453.0,10163.0,11598.0
754,18069,IN,Huntington County,2615.0,3465.0,4513.0
755,18071,IN,Jackson County,2106.0,3107.0,4693.0
756,18073,IN,Jasper County,1625.0,2437.0,3315.0
757,18075,IN,Jay County,1134.0,1411.0,1450.0
758,18077,IN,Jefferson County,2510.0,3372.0,3851.0
759,18079,IN,Jennings County,968.0,1479.0,1999.0
760,18081,IN,Johnson County,9204.0,17076.0,30551.0
761,18083,IN,Knox County,2749.0,3579.0,3975.0
762,18085,IN,Kosciusko County,5791.0,6998.0,11582.0
763,18087,IN,LaGrange County,1181.0,1729.0,2211.0
764,18089,IN,Lake County,38222.0,50307.0,69969.0
765,18091,IN,LaPorte County,8234.0,10312.0,13758.0
766,18093,IN,Lawrence County,2629.0,3344.0,5148.0
767,18095,IN,Madison County,9951.0,12870.0,15759.0
768,18097,IN,Marion County,109617.0,140550.0,183024.0
769,18099,IN,Marshall County,3251.0,4259.0,6094.0
770,18101,IN,Martin County,568.0,625.0,782.0
771,18103,IN,Miami County,2184.0,2462.0,3137.0
772,18105,IN,Monroe County,18885.0,25952.0,37498.0
773,18107,IN,Montgomery County,2832.0,3595.0,4673.0
774,18109,IN,Morgan County,3497.0,5458.0,7641.0
775,18111,IN,Newton County,696.0,920.0,1081.0
776,18113,IN,Noble County,1860.0,3164.0,4373.0
777,18115,IN,Ohio County,208.0,439.0,621.0
778,18117,IN,Orange County,720.0,1305.0,1590.0
779,18119,IN,Owen County,794.0,1319.0,1891.0
780,18121,IN,Parke County,1034.0,1377.0,1517.0
781,18123,IN,Perry County,830.0,1222.0,1950.0
782,18125,IN,Pike County,711.0,739.0,1152.0
783,18127,IN,Porter County,14760.0,21341.0,31240.0
784,18129,IN,Posey County,1823.0,2609.0,3689.0
785,18131,IN,Pulaski County,712.0,927.0,1045.0
786,18133,IN,Putnam County,2090.0,2981.0,3821.0
787,18135,IN,Randolph County,1517.0,1814.0,2380.0
788,18137,IN,Ripley County,1505.0,1962.0,3501.0
789,18139,IN,Rush County,992.0,1239.0,1710.0
790,18141,IN,St. Joseph County,29689.0,39238.0,49624.0
791,18143,IN,Scott County,868.0,1302.0,2100.0
792,18145,IN,Shelby County,2537.0,3613.0,5493.0
793,18147,IN,Spencer County,1146.0,1751.0,2281.0
794,18149,IN,Starke County,854.0,1286.0,1792.0
795,18151,IN,Steuben County,2154.0,3288.0,4782.0
796,18153,IN,Sullivan County,1258.0,1387.0,1866.0
797,18155,IN,Switzerland County,283.0,449.0,623.0
798,18157,IN,Tippecanoe County,21217.0,26496.0,37825.0
799,18159,IN,Tipton County,1033.0,1400.0,2308.0
800,18161,IN,Union County,371.0,530.0,874.0
801,18163,IN,Vanderburgh County,17473.0,21674.0,32271.0
802,18165,IN,Vermillion County,867.0,1279.0,1422.0
803,18167,IN,Vigo County,11944.0,14267.0,16257.0
804,18169,IN,Wabash County,2573.0,3127.0,4082.0
805,18171,IN,Warren County,507.0,790.0,1137.0
806,18173,IN,Warrick County,4587.0,7534.0,12272.0
807,18175,IN,Washington County,1023.0,1806.0,2303.0
808,18177,IN,Wayne County,5288.0,6501.0,8337.0
809,18179,IN,Wells County,1981.0,2536.0,3475.0
810,18181,IN,White County,1642.0,1761.0,2784.0
811,18183,IN,Whitley County,1521.0,2652.0,4492.0
812,19000,IA,Iowa,299392.0,402090.0,572425.0
813,19001,IA,Adair County,566.0,638.0,809.0
814,19003,IA,Adams County,322.0,376.0,475.0
815,19005,IA,Allamakee County,820.0,1437.0,1712.0
816,19007,IA,Appanoose County,1060.0,1146.0,1628.0
817,19009,IA,Audubon County,494.0,578.0,568.0
818,19011,IA,Benton County,1402.0,2311.0,3862.0
819,19013,IA,Black Hawk County,13061.0,18018.0,22969.0
820,19015,IA,Boone County,2345.0,3293.0,4438.0
821,19017,IA,Bremer County,2174.0,3188.0,4722.0
822,19019,IA,Buchanan County,1443.0,1696.0,2656.0
823,19021,IA,Buena Vista County,1905.0,2382.0,2571.0
824,19023,IA,Butler County,994.0,1308.0,1764.0
825,19025,IA,Calhoun County,932.0,1212.0,1329.0
826,19027,IA,Carroll County,1527.0,2247.0,3118.0
827,19029,IA,Cass County,1301.0,1713.0,1847.0
828,19031,IA,Cedar County,1474.0,1998.0,2896.0
829,19033,IA,Cerro Gordo County,4803.0,6325.0,6811.0
830,19035,IA,Cherokee County,1015.0,1352.0,1619.0
831,19037,IA,Chickasaw County,859.0,1075.0,1298.0
832,19039,IA,Clarke County,491.0,732.0,1093.0
833,19041,IA,Clay County,1661.0,1903.0,2483.0
834,19043,IA,Clayton County,1123.0,1627.0,1982.0
835,19045,IA,Clinton County,4307.0,4769.0,6311.0
836,19047,IA,Crawford County,1070.0,1367.0,1451.0
837,19049,IA,Dallas County,3156.0,7089.0,25829.0
838,19051,IA,Davis County,569.0,636.0,992.0
839,19053,IA,Decatur County,642.0,800.0,1056.0
840,19055,IA,Delaware County,1232.0,1535.0,2000.0
841,19057,IA,Des Moines County,3580.0,4535.0,5485.0
842,19059,IA,Dickinson County,1843.0,2504.0,3719.0
843,19061,IA,Dubuque County,9004.0,12209.0,19255.0
844,19063,IA,Emmet County,818.0,947.0,1340.0
845,19065,IA,Fayette County,1696.0,2018.0,2754.0
846,19067,IA,Floyd County,1388.0,1691.0,2313.0
847,19069,IA,Franklin County,956.0,1068.0,1161.0
848,19071,IA,Fremont County,631.0,776.0,1036.0
849,19073,IA,Greene County,956.0,1031.0,1309.0
850,19075,IA,Grundy County,1014.0,1457.0,2261.0
851,19077,IA,Guthrie County,745.0,1187.0,1586.0
852,19079,IA,Hamilton County,1395.0,1944.0,2496.0
853,19081,IA,Hancock County,850.0,1248.0,1607.0
854,19083,IA,Hardin County,1593.0,2161.0,2500.0
855,19085,IA,Harrison County,890.0,1328.0,1764.0
856,19087,IA,Henry County,1805.0,2183.0,2707.0
857,19089,IA,Howard County,543.0,839.0,930.0
858,19091,IA,Humboldt County,853.0,1087.0,1349.0
859,19093,IA,Ida County,610.0,729.0,961.0
860,19095,IA,Iowa County,1101.0,1664.0,2265.0
861,19097,IA,Jackson County,1289.0,1642.0,2532.0
862,19099,IA,Jasper County,2959.0,4019.0,4688.0
863,19101,IA,Jefferson County,2965.0,3400.0,4207.0
864,19103,IA,Johnson County,23336.0,29920.0,44526.0
865,19105,IA,Jones County,1364.0,1749.0,2509.0
866,19107,IA,Keokuk County,735.0,888.0,1301.0
867,19109,IA,Kossuth County,1462.0,1585.0,2107.0
868,19111,IA,Lee County,2766.0,3232.0,3834.0
869,19113,IA,Linn County,23233.0,34357.0,47430.0
870,19115,IA,Louisa County,685.0,994.0,1148.0
871,19117,IA,Lucas County,587.0,703.0,1007.0
872,19119,IA,Lyon County,768.0,1074.0,1650.0
873,19121,IA,Madison County,982.0,1331.0,2496.0
874,19123,IA,Mahaska County,1814.0,2398.0,3570.0
875,19125,IA,Marion County,2425.0,3905.0,5634.0
876,19127,IA,Marshall County,4040.0,4459.0,5233.0
877,19129,IA,Mills County,1088.0,1574.0,2343.0
878,19131,IA,Mitchell County,814.0,940.0,1244.0
879,19133,IA,Monona County,727.0,951.0,1050.0
880,19135,IA,Monroe County,437.0,680.0,851.0
881,19137,IA,Montgomery County,1059.0,1047.0,1148.0
882,19139,IA,Muscatine County,3279.0,4612.0,5989.0
883,19141,IA,O'Brien County,1299.0,1497.0,1920.0
884,19143,IA,Osceola County,478.0,624.0,758.0
885,19145,IA,Page County,1551.0,1931.0,2292.0
886,19147,IA,Palo Alto County,900.0,927.0,1604.0
887,19149,IA,Plymouth County,2196.0,3088.0,3465.0
888,19151,IA,Pocahontas County,844.0,900.0,784.0
889,19153,IA,Polk County,49930.0,72357.0,108854.0
890,19155,IA,Pottawattamie County,5832.0,8571.0,13297.0
891,19157,IA,Poweshiek County,1943.0,2248.0,2719.0
892,19159,IA,Ringgold County,394.0,508.0,702.0
893,19161,IA,Sac County,1060.0,1079.0,1390.0
894,19163,IA,Scott County,20583.0,25408.0,36877.0
895,19165,IA,Shelby County,1131.0,1374.0,1762.0
896,19167,IA,Sioux County,2481.0,3597.0,5637.0
897,19169,IA,Story County,14703.0,18756.0,24883.0
898,19171,IA,Tama County,1304.0,1550.0,1934.0
899,19173,IA,Taylor County,422.0,571.0,623.0
900,19175,IA,Union County,1069.0,1228.0,1368.0
901,19177,IA,Van Buren County,494.0,629.0,702.0
902,19179,IA,Wapello County,2633.0,3513.0,4430.0
903,19181,IA,Warren County,3584.0,5472.0,9647.0
904,19183,IA,Washington County,1511.0,2272.0,3157.0
905,19185,IA,Wayne County,419.0,573.0,604.0
906,19187,IA,Webster County,3637.0,4383.0,5048.0
907,19189,IA,Winnebago County,1107.0,1279.0,1523.0
908,19191,IA,Winneshiek County,2118.0,2635.0,3880.0
909,19193,IA,Woodbury County,10220.0,12274.0,14611.0
910,19195,IA,Worth County,598.0,694.0,799.0
911,19197,IA,Wright County,1118.0,1335.0,1571.0
912,20000,KS,Kansas,330377.0,438978.0,610346.0
913,20001,KS,Allen County,1170.0,1410.0,1659.0
914,20003,KS,Anderson County,421.0,637.0,998.0
915,20005,KS,Atchison County,1389.0,1867.0,2101.0
916,20007,KS,Barber County,516.0,767.0,680.0
917,20009,KS,Barton County,2602.0,3037.0,3086.0
918,20011,KS,Bourbon County,1381.0,1774.0,1831.0
919,20013,KS,Brown County,917.0,1348.0,1390.0
920,20015,KS,Butler County,5467.0,7668.0,12676.0
921,20017,KS,Chase County,284.0,408.0,465.0
922,20019,KS,Chautauqua County,335.0,377.0,414.0
923,20021,KS,Cherokee County,1433.0,1660.0,2658.0
924,20023,KS,Cheyenne County,306.0,360.0,488.0
925,20025,KS,Clark County,300.0,362.0,475.0
926,20027,KS,Clay County,836.0,992.0,1368.0
927,20029,KS,Cloud County,1037.0,1246.0,1313.0
928,20031,KS,Coffey County,752.0,1193.0,1226.0
929,20033,KS,Comanche County,242.0,218.0,227.0
930,20035,KS,Cowley County,3561.0,4198.0,4723.0
931,20037,KS,Crawford County,4240.0,5591.0,6756.0
932,20039,KS,Decatur County,385.0,382.0,474.0
933,20041,KS,Dickinson County,1517.0,1996.0,2746.0
934,20043,KS,Doniphan County,503.0,766.0,869.0
935,20045,KS,Douglas County,16264.0,22732.0,33552.0
936,20047,KS,Edwards County,348.0,387.0,387.0
937,20049,KS,Elk County,253.0,249.0,305.0
938,20051,KS,Ellis County,3610.0,4759.0,6127.0
939,20053,KS,Ellsworth County,585.0,762.0,937.0
940,20055,KS,Finney County,2593.0,3170.0,3741.0
941,20057,KS,Ford County,2935.0,3062.0,3739.0
942,20059,KS,Franklin County,1797.0,2600.0,3452.0
943,20061,KS,Geary County,2371.0,2698.0,4098.0
944,20063,KS,Gove County,302.0,391.0,447.0
945,20065,KS,Graham County,349.0,370.0,530.0
946,20067,KS,Grant County,561.0,717.0,747.0
947,20069,KS,Gray County,413.0,577.0,785.0
948,20071,KS,Greeley County,189.0,171.0,252.0
949,20073,KS,Greenwood County,569.0,774.0,855.0
950,20075,KS,Hamilton County,211.0,300.0,288.0
951,20077,KS,Harper County,540.0,623.0,699.0
952,20079,KS,Harvey County,4054.0,4884.0,6833.0
953,20081,KS,Haskell County,311.0,439.0,440.0
954,20083,KS,Hodgeman County,255.0,271.0,327.0
955,20085,KS,Jackson County,768.0,1269.0,1775.0
956,20087,KS,Jefferson County,1404.0,2176.0,2793.0
957,20089,KS,Jewell County,357.0,386.0,353.0
958,20091,KS,Johnson County,93401.0,141219.0,212083.0
959,20093,KS,Kearny County,300.0,389.0,328.0
960,20095,KS,Kingman County,662.0,1035.0,1242.0
961,20097,KS,Kiowa County,362.0,420.0,454.0
962,20099,KS,Labette County,1859.0,2383.0,2469.0
963,20101,KS,Lane County,285.0,276.0,278.0
964,20103,KS,Leavenworth County,10051.0,10338.0,16619.0
965,20105,KS,Lincoln County,307.0,444.0,440.0
966,20107,KS,Linn County,579.0,828.0,959.0
967,20109,KS,Logan County,333.0,361.0,366.0
968,20111,KS,Lyon County,4244.0,4728.0,5391.0
969,20113,KS,McPherson County,3032.0,4233.0,5558.0
970,20115,KS,Marion County,1310.0,1610.0,1990.0
